UserID,Age,Gender,Daily_ScreenTime_Hours,SocialMedia_Min,Gaming_Min,Study_Min,Sleep_Hours,Device Type,Calls_Min,Messages_Sent,Battery_Drain_Percent,Record_Type,Total_Tracked_App_Min,Social_Ratio,Gaming_Ratio,Study_Ratio,Communication_Intensity,Sleep_Deficit,Usage_Intensity_Score,Usage_Level,Total_Tracked_Activity_Hours,User_Cluster,Cluster_Name
173,34,Female,3.79,104,63,180,4.0,Android,11,120,38,Synthetic_Expansion,347,0.3,0.182,0.519,51.0,4.0,41.6,Moderate,5.966666666666667,0,Group A
174,42,Male,10.14,120,67,227,5.2,iPhone,0,157,7,Synthetic_Expansion,414,0.29,0.162,0.548,52.3,2.8,60.6,High,6.9,2,Group C
175,31,Female,4.92,100,131,229,8.3,iPhone,20,156,9,Synthetic_Expansion,460,0.217,0.285,0.498,72.0,0.0,45.2,Moderate,8.0,0,Group A
176,27,Male,11.93,174,124,102,8.7,iPhone,77,215,25,Synthetic_Expansion,400,0.435,0.31,0.255,148.7,0.0,83.0,High,7.95,3,Group D
177,41,Female,11.34,156,110,186,4.7,Android,20,135,6,Synthetic_Expansion,452,0.345,0.243,0.412,65.0,3.3,70.7,High,7.866666666666666,3,Group D
178,39,Male,2.75,57,71,179,6.2,Android,64,140,17,Synthetic_Expansion,307,0.186,0.231,0.583,110.7,1.8,29.9,Low,6.183333333333334,0,Group A
179,20,Female,10.14,30,82,141,8.0,iPhone,4,126,25,Synthetic_Expansion,253,0.119,0.324,0.557,46.0,0.0,57.8,Moderate,4.283333333333333,2,Group C
180,41,Female,7.77,33,63,218,4.5,iPhone,63,140,23,Synthetic_Expansion,314,0.105,0.201,0.694,109.7,3.5,47.6,Moderate,6.283333333333333,0,Group A
181,44,Male,3.17,114,18,148,8.1,iPhone,26,111,10,Synthetic_Expansion,280,0.407,0.064,0.529,63.0,0.0,29.1,Low,5.1,0,Group A
182,18,Female,9.27,64,2,290,5.2,iPhone,39,288,17,Synthetic_Expansion,356,0.18,0.006,0.815,135.0,2.8,54.1,Moderate,6.583333333333333,2,Group C
183,27,Male,2.32,21,87,219,7.5,Android,31,151,5,Synthetic_Expansion,327,0.064,0.266,0.67,81.3,0.5,24.0,Low,5.966666666666667,0,Group A
184,35,Male,8.25,238,95,27,6.0,iPhone,36,184,26,Synthetic_Expansion,360,0.661,0.264,0.075,97.3,2.0,71.3,High,6.6,1,Group B
185,18,Female,1.62,97,151,178,9.3,iPhone,76,159,10,Synthetic_Expansion,426,0.228,0.354,0.418,129.0,0.0,34.5,Moderate,8.366666666666667,0,Group A
186,32,Male,9.77,138,111,163,7.4,iPhone,52,136,32,Synthetic_Expansion,412,0.335,0.269,0.396,97.3,0.6,69.9,High,7.733333333333333,3,Group D
187,18,Female,5.13,95,8,279,5.9,Android,30,295,34,Synthetic_Expansion,382,0.249,0.021,0.73,128.3,2.1,46.2,Moderate,6.866666666666666,0,Group A
188,35,Male,9.13,155,182,171,5.8,iPhone,6,267,23,Synthetic_Expansion,508,0.305,0.358,0.337,95.0,2.2,77.0,High,8.566666666666666,3,Group D
189,18,Male,8.49,112,122,217,6.5,iPhone,71,113,22,Synthetic_Expansion,451,0.248,0.271,0.481,108.7,1.5,60.6,High,8.7,3,Group D
190,20,Male,11.3,112,180,275,6.2,Android,1,289,15,Synthetic_Expansion,567,0.198,0.317,0.485,97.3,1.8,80.1,High,9.466666666666669,3,Group D
191,19,Female,5.02,122,167,161,9.4,iPhone,61,159,17,Synthetic_Expansion,450,0.271,0.371,0.358,114.0,0.0,52.5,Moderate,8.516666666666667,3,Group D
192,33,Male,10.86,198,113,148,7.7,iPhone,32,42,18,Synthetic_Expansion,459,0.431,0.246,0.322,46.0,0.3,72.5,High,8.183333333333334,3,Group D
193,26,Male,11.05,234,33,57,5.3,iPhone,92,113,29,Synthetic_Expansion,324,0.722,0.102,0.176,129.7,2.7,74.7,High,6.933333333333334,2,Group C
194,18,Female,8.97,155,41,140,8.8,Android,2,108,37,Synthetic_Expansion,336,0.461,0.122,0.417,38.0,0.0,62.8,High,5.633333333333334,2,Group C
195,30,Male,8.7,157,83,133,8.8,iPhone,92,231,6,Synthetic_Expansion,373,0.421,0.223,0.357,169.0,0.0,61.8,High,7.75,2,Group C
196,41,Male,6.73,85,89,178,7.2,iPhone,41,265,25,Synthetic_Expansion,352,0.241,0.253,0.506,129.3,0.8,54.8,Moderate,6.55,0,Group A
197,21,Female,4.77,183,87,7,8.4,iPhone,21,298,5,Synthetic_Expansion,277,0.661,0.314,0.025,120.3,0.0,51.6,Moderate,4.966666666666667,1,Group B
198,30,Male,2.88,30,49,274,7.2,Android,16,10,8,Synthetic_Expansion,353,0.085,0.139,0.776,19.3,0.8,19.7,Low,6.15,0,Group A
199,22,Male,3.53,78,4,191,8.3,iPhone,110,20,16,Synthetic_Expansion,273,0.286,0.015,0.7,116.7,0.0,24.7,Low,6.383333333333334,0,Group A
200,20,Male,8.11,52,176,159,6.8,Android,109,160,31,Synthetic_Expansion,387,0.134,0.455,0.411,162.3,1.2,62.5,High,8.266666666666667,3,Group D
201,22,Male,1.66,45,175,220,8.6,Android,6,265,5,Synthetic_Expansion,440,0.102,0.398,0.5,94.3,0.0,34.6,Moderate,7.433333333333334,0,Group A
202,18,Male,5.47,239,181,119,6.4,Android,3,187,26,Synthetic_Expansion,539,0.443,0.336,0.221,65.3,1.6,68.2,High,9.033333333333331,1,Group B
203,38,Female,11.13,135,146,32,7.5,Android,33,213,32,Synthetic_Expansion,313,0.431,0.466,0.102,104.0,0.5,80.3,High,5.766666666666667,1,Group B
204,32,Male,9.25,25,15,137,4.2,iPhone,49,113,38,Synthetic_Expansion,177,0.141,0.085,0.774,86.7,3.8,51.3,Moderate,3.7666666666666666,2,Group C
205,32,Male,10.22,155,45,160,8.5,iPhone,103,124,7,Synthetic_Expansion,360,0.431,0.125,0.444,144.3,0.0,60.9,High,7.716666666666667,2,Group C
206,18,Male,5.01,9,174,233,6.8,Android,8,287,6,Synthetic_Expansion,416,0.022,0.418,0.56,103.7,1.2,45.1,Moderate,7.066666666666666,0,Group A
207,18,Female,4.63,137,139,233,8.6,iPhone,39,290,10,Synthetic_Expansion,509,0.269,0.273,0.458,135.7,0.0,52.5,Moderate,9.133333333333333,0,Group A
208,18,Female,5.57,53,106,61,5.6,Android,76,289,8,Synthetic_Expansion,220,0.241,0.482,0.277,172.3,2.4,45.8,Moderate,4.933333333333334,1,Group B
209,18,Male,3.75,170,81,125,8.6,iPhone,78,138,12,Synthetic_Expansion,376,0.452,0.215,0.332,124.0,0.0,42.6,Moderate,7.566666666666666,1,Group B
210,33,Male,4.44,63,44,258,7.4,iPhone,90,255,26,Synthetic_Expansion,365,0.173,0.121,0.707,175.0,0.6,40.6,Moderate,7.583333333333333,0,Group A
211,24,Female,10.09,161,178,197,9.4,iPhone,59,155,13,Synthetic_Expansion,536,0.3,0.332,0.368,110.7,0.0,74.5,High,9.916666666666666,3,Group D
212,35,Female,6.88,178,83,128,6.9,iPhone,4,293,7,Synthetic_Expansion,389,0.458,0.213,0.329,101.7,1.1,59.1,High,6.55,2,Group C
213,39,Male,9.0,133,127,25,4.5,Android,119,131,38,Synthetic_Expansion,285,0.467,0.446,0.088,162.7,3.5,69.3,High,6.733333333333333,1,Group B
214,42,Male,7.06,151,134,0,5.9,Android,86,101,26,Synthetic_Expansion,285,0.53,0.47,0.0,119.7,2.1,60.1,High,6.183333333333334,1,Group B
215,26,Female,12.01,39,114,151,5.9,iPhone,35,246,33,Synthetic_Expansion,304,0.128,0.375,0.497,117.0,2.1,74.2,High,5.65,3,Group D
216,34,Male,8.69,193,116,130,8.7,iPhone,70,53,8,Synthetic_Expansion,439,0.44,0.264,0.296,87.7,0.0,62.1,High,8.483333333333333,3,Group D
217,18,Female,8.56,158,52,254,6.9,Android,93,150,12,Synthetic_Expansion,464,0.341,0.112,0.547,143.0,1.1,57.6,Moderate,9.283333333333331,2,Group C
218,35,Male,8.46,70,5,155,4.5,Android,105,87,36,Synthetic_Expansion,230,0.304,0.022,0.674,134.0,3.5,49.9,Moderate,5.583333333333333,2,Group C
219,18,Male,7.15,211,40,187,6.4,Android,17,165,7,Synthetic_Expansion,438,0.482,0.091,0.427,72.0,1.6,55.0,Moderate,7.583333333333333,2,Group C
220,30,Male,8.83,107,30,233,8.2,iPhone,23,70,10,Synthetic_Expansion,370,0.289,0.081,0.63,46.3,0.0,49.4,Moderate,6.55,2,Group C
221,35,Male,8.87,198,95,22,7.8,Android,27,190,7,Synthetic_Expansion,315,0.629,0.302,0.07,90.3,0.2,65.8,High,5.7,1,Group B
222,24,Male,8.58,40,118,18,7.0,iPhone,49,304,7,Synthetic_Expansion,176,0.227,0.67,0.102,150.3,1.0,57.2,Moderate,3.75,1,Group B
223,37,Female,11.1,116,59,130,4.2,Android,46,282,31,Synthetic_Expansion,305,0.38,0.193,0.426,140.0,3.8,73.4,High,5.85,2,Group C
224,29,Female,7.26,175,144,122,9.5,iPhone,114,243,9,Synthetic_Expansion,441,0.397,0.327,0.277,195.0,0.0,64.2,High,9.25,3,Group D
225,19,Male,6.9,139,9,197,8.4,iPhone,61,90,15,Synthetic_Expansion,345,0.403,0.026,0.571,91.0,0.0,45.0,Moderate,6.766666666666667,2,Group C
226,33,Male,7.23,173,132,220,4.4,Android,69,129,26,Synthetic_Expansion,525,0.33,0.251,0.419,112.0,3.6,63.3,High,9.9,3,Group D
227,38,Female,11.25,216,146,127,6.4,iPhone,2,288,17,Synthetic_Expansion,489,0.442,0.299,0.26,98.0,1.6,86.2,High,8.183333333333334,3,Group D
228,35,Male,10.28,58,28,245,6.7,iPhone,24,163,37,Synthetic_Expansion,331,0.175,0.085,0.74,78.3,1.3,60.4,High,5.916666666666667,2,Group C
229,40,Male,2.31,226,152,98,4.8,iPhone,106,185,8,Synthetic_Expansion,476,0.475,0.319,0.206,167.7,3.2,48.3,Moderate,9.7,1,Group B
230,26,Male,11.58,163,61,67,9.5,iPhone,74,290,25,Synthetic_Expansion,291,0.56,0.21,0.23,170.7,0.0,78.0,High,6.083333333333333,2,Group C
231,41,Male,4.4,132,144,209,7.0,iPhone,24,153,6,Synthetic_Expansion,485,0.272,0.297,0.431,75.0,1.0,46.1,Moderate,8.483333333333333,0,Group A
232,18,Male,10.33,141,62,241,9.4,Android,47,295,25,Synthetic_Expansion,444,0.318,0.14,0.543,145.3,0.0,71.7,High,8.183333333333334,2,Group C
233,33,Male,8.47,61,152,16,5.8,Android,72,107,25,Synthetic_Expansion,229,0.266,0.664,0.07,107.7,2.2,59.3,High,5.016666666666667,1,Group B
234,43,Female,9.64,53,30,56,7.9,iPhone,48,10,28,Synthetic_Expansion,139,0.381,0.216,0.403,51.3,0.1,50.4,Moderate,3.1166666666666667,2,Group C
235,35,Male,9.85,105,73,287,7.3,iPhone,72,90,33,Synthetic_Expansion,465,0.226,0.157,0.617,102.0,0.7,63.0,High,8.95,3,Group D
236,18,Female,7.02,58,97,246,5.1,Android,81,288,25,Synthetic_Expansion,401,0.145,0.242,0.613,177.0,2.9,55.1,Moderate,8.033333333333333,0,Group A
237,40,Female,9.4,146,147,264,5.1,Android,12,88,36,Synthetic_Expansion,557,0.262,0.264,0.474,41.3,2.9,71.6,High,9.483333333333333,3,Group D
238,41,Male,5.05,23,74,146,5.3,Android,67,108,38,Synthetic_Expansion,243,0.095,0.305,0.601,103.0,2.7,40.1,Moderate,5.166666666666667,0,Group A
239,33,Female,10.06,144,158,168,5.2,Android,77,214,37,Synthetic_Expansion,470,0.306,0.336,0.357,148.3,2.8,79.3,High,9.116666666666667,3,Group D
240,37,Male,2.48,27,49,163,6.7,iPhone,10,40,5,Synthetic_Expansion,239,0.113,0.205,0.682,23.3,1.3,18.2,Low,4.15,0,Group A
241,18,Male,4.59,230,175,181,8.8,Android,6,61,7,Synthetic_Expansion,586,0.392,0.299,0.309,26.3,0.0,54.7,Moderate,9.866666666666667,3,Group D
242,29,Female,4.3,109,110,139,7.8,iPhone,9,31,7,Synthetic_Expansion,358,0.304,0.307,0.388,19.3,0.2,37.2,Moderate,6.116666666666666,0,Group A
243,37,Female,4.78,23,96,17,9.4,Android,23,203,32,Synthetic_Expansion,136,0.169,0.706,0.125,90.7,0.0,42.6,Moderate,2.65,1,Group B
244,18,Male,8.29,179,139,183,4.3,iPhone,74,113,35,Synthetic_Expansion,501,0.357,0.277,0.365,111.7,3.7,70.1,High,9.583333333333334,3,Group D
245,40,Male,8.88,148,138,204,9.5,iPhone,40,156,31,Synthetic_Expansion,490,0.302,0.282,0.416,92.0,0.0,70.1,High,8.833333333333334,3,Group D
246,23,Female,2.23,132,76,81,7.7,Android,107,17,35,Synthetic_Expansion,289,0.457,0.263,0.28,112.7,0.3,35.0,Moderate,6.6,1,Group B
247,18,Female,6.66,235,71,177,8.6,iPhone,2,200,22,Synthetic_Expansion,483,0.487,0.147,0.366,68.7,0.0,62.6,High,8.083333333333334,2,Group C
248,43,Female,2.78,65,45,17,8.2,iPhone,64,90,19,Synthetic_Expansion,127,0.512,0.354,0.134,94.0,0.0,27.3,Low,3.183333333333333,1,Group B
249,23,Male,4.03,25,85,133,5.6,iPhone,63,161,21,Synthetic_Expansion,243,0.103,0.35,0.547,116.7,2.4,34.9,Moderate,5.1,0,Group A
250,27,Male,11.62,229,6,157,5.2,Android,101,73,29,Synthetic_Expansion,392,0.584,0.015,0.401,125.3,2.8,72.8,High,8.216666666666667,2,Group C
251,43,Male,6.74,169,137,49,8.7,Android,15,286,11,Synthetic_Expansion,355,0.476,0.386,0.138,110.3,0.0,63.1,High,6.166666666666667,1,Group B
252,24,Female,3.22,54,87,1,6.0,Android,67,269,32,Synthetic_Expansion,142,0.38,0.613,0.007,156.7,2.0,40.8,Moderate,3.4833333333333334,1,Group B
253,20,Male,3.74,81,159,144,6.6,Android,12,42,29,Synthetic_Expansion,384,0.211,0.414,0.375,26.0,1.4,42.7,Moderate,6.6,0,Group A
254,30,Male,11.16,202,175,143,7.2,Android,7,242,22,Synthetic_Expansion,520,0.388,0.337,0.275,87.7,0.8,86.8,High,8.783333333333333,3,Group D
255,37,Male,2.36,111,96,187,5.7,iPhone,104,292,7,Synthetic_Expansion,394,0.282,0.244,0.475,201.3,2.3,37.6,Moderate,8.3,0,Group A
256,38,Male,1.71,145,18,58,4.3,Android,62,216,9,Synthetic_Expansion,221,0.656,0.081,0.262,134.0,3.7,29.4,Low,4.716666666666667,1,Group B
257,26,Female,4.36,227,125,30,6.3,iPhone,119,252,12,Synthetic_Expansion,382,0.594,0.327,0.079,203.0,1.7,57.1,Moderate,8.35,1,Group B
258,27,Female,4.55,54,1,144,9.0,iPhone,25,125,23,Synthetic_Expansion,199,0.271,0.005,0.724,66.7,0.0,31.6,Low,3.733333333333333,0,Group A
259,44,Male,8.11,212,63,48,5.7,iPhone,30,132,35,Synthetic_Expansion,323,0.656,0.195,0.149,74.0,2.3,66.5,High,5.883333333333334,2,Group C
260,20,Female,6.83,187,36,247,7.0,iPhone,41,11,23,Synthetic_Expansion,470,0.398,0.077,0.526,44.7,1.0,50.3,Moderate,8.516666666666667,2,Group C
261,34,Female,11.01,155,144,103,7.4,iPhone,103,51,36,Synthetic_Expansion,402,0.386,0.358,0.256,120.0,0.6,76.9,High,8.416666666666666,3,Group D
262,38,Male,6.91,66,16,283,7.8,iPhone,61,97,22,Synthetic_Expansion,365,0.181,0.044,0.775,93.3,0.2,41.5,Moderate,7.1,0,Group A
263,33,Female,7.96,184,35,9,6.9,iPhone,12,158,17,Synthetic_Expansion,228,0.807,0.154,0.039,64.7,1.1,57.6,Moderate,4.0,2,Group C
264,35,Male,11.2,13,180,194,8.5,Android,5,259,15,Synthetic_Expansion,387,0.034,0.465,0.501,91.3,0.0,70.5,High,6.533333333333333,3,Group D
265,28,Female,1.74,80,138,157,9.1,iPhone,86,107,37,Synthetic_Expansion,375,0.213,0.368,0.419,121.7,0.0,37.5,Moderate,7.683333333333334,0,Group A
266,29,Male,8.11,172,92,3,6.2,iPhone,5,293,36,Synthetic_Expansion,267,0.644,0.345,0.011,102.7,1.8,71.2,High,4.533333333333333,1,Group B
267,38,Male,6.73,72,51,256,4.8,Android,0,293,36,Synthetic_Expansion,379,0.19,0.135,0.675,97.7,3.2,54.3,Moderate,6.316666666666666,0,Group A
268,42,Female,8.93,194,70,2,6.9,Android,87,99,20,Synthetic_Expansion,266,0.729,0.263,0.008,120.0,1.1,63.8,High,5.883333333333334,1,Group B
269,18,Male,3.78,235,182,140,7.9,Android,10,259,37,Synthetic_Expansion,557,0.422,0.327,0.251,96.3,0.1,66.8,High,9.45,1,Group B
270,18,Male,8.37,160,133,276,9.9,iPhone,17,231,14,Synthetic_Expansion,569,0.281,0.234,0.485,94.0,0.0,67.0,High,9.766666666666667,3,Group D
271,20,Female,9.81,200,136,60,5.8,iPhone,36,112,35,Synthetic_Expansion,396,0.505,0.343,0.152,73.3,2.2,77.3,High,7.2,3,Group D
272,34,Female,10.69,80,95,252,5.8,Android,59,148,37,Synthetic_Expansion,427,0.187,0.222,0.59,108.3,2.2,68.9,High,8.1,3,Group D
273,41,Male,10.44,118,40,281,8.3,iPhone,23,291,10,Synthetic_Expansion,439,0.269,0.091,0.64,120.0,0.0,64.5,High,7.7,2,Group C
274,42,Male,10.82,35,100,236,9.9,iPhone,9,283,11,Synthetic_Expansion,371,0.094,0.27,0.636,103.3,0.0,64.0,High,6.333333333333333,3,Group D
275,18,Female,5.46,107,35,220,8.5,iPhone,48,111,20,Synthetic_Expansion,362,0.296,0.097,0.608,85.0,0.0,41.0,Moderate,6.833333333333333,0,Group A
276,32,Male,5.12,174,90,35,6.7,iPhone,66,218,33,Synthetic_Expansion,299,0.582,0.301,0.117,138.7,1.3,56.7,Moderate,6.083333333333333,1,Group B
277,42,Male,8.02,206,3,132,4.5,iPhone,68,296,24,Synthetic_Expansion,341,0.604,0.009,0.387,166.7,3.5,63.4,High,6.816666666666666,2,Group C
278,20,Male,6.4,61,28,286,8.8,iPhone,43,96,11,Synthetic_Expansion,375,0.163,0.075,0.763,75.0,0.0,37.4,Moderate,6.966666666666667,0,Group A
279,41,Male,8.99,7,174,136,7.4,Android,98,206,34,Synthetic_Expansion,317,0.022,0.549,0.429,166.7,0.6,64.2,High,6.916666666666667,3,Group D
280,24,Female,3.44,165,176,53,5.3,iPhone,104,120,24,Synthetic_Expansion,394,0.419,0.447,0.135,144.0,2.7,51.3,Moderate,8.3,1,Group B
281,24,Male,5.89,24,68,186,7.2,iPhone,97,298,36,Synthetic_Expansion,278,0.086,0.245,0.669,196.3,0.8,48.7,Moderate,6.25,0,Group A
282,40,Male,5.8,60,89,169,8.3,iPhone,97,164,34,Synthetic_Expansion,318,0.189,0.28,0.531,151.7,0.0,48.1,Moderate,6.916666666666667,0,Group A
283,41,Male,10.77,165,37,26,4.9,iPhone,77,188,11,Synthetic_Expansion,228,0.724,0.162,0.114,139.7,3.1,66.2,High,5.083333333333333,2,Group C
284,24,Male,7.67,58,129,142,5.9,iPhone,60,185,13,Synthetic_Expansion,329,0.176,0.392,0.432,121.7,2.1,53.8,Moderate,6.483333333333333,3,Group D
285,26,Male,7.92,48,0,74,5.6,iPhone,4,112,35,Synthetic_Expansion,122,0.393,0.0,0.607,41.3,2.4,46.2,Moderate,2.1,2,Group C
286,18,Female,7.22,235,145,125,6.8,Android,63,292,17,Synthetic_Expansion,505,0.465,0.287,0.248,160.3,1.2,72.7,High,9.466666666666669,3,Group D
287,19,Male,3.59,156,39,71,4.3,iPhone,103,113,38,Synthetic_Expansion,266,0.586,0.147,0.267,140.7,3.7,43.0,Moderate,6.15,1,Group B
288,18,Female,8.5,56,83,295,8.2,iPhone,27,297,5,Synthetic_Expansion,434,0.129,0.191,0.68,126.0,0.0,54.6,Moderate,7.683333333333334,0,Group A
289,40,Male,2.64,130,25,121,5.7,iPhone,46,283,17,Synthetic_Expansion,276,0.471,0.091,0.438,140.3,2.3,36.5,Moderate,5.366666666666666,0,Group A
290,34,Female,9.54,27,27,157,7.4,iPhone,119,146,22,Synthetic_Expansion,211,0.128,0.128,0.744,167.7,0.6,50.6,Moderate,5.5,2,Group C
291,19,Male,8.94,140,80,151,7.7,iPhone,15,121,32,Synthetic_Expansion,371,0.377,0.216,0.407,55.3,0.3,63.9,High,6.433333333333334,2,Group C
292,18,Female,3.81,30,151,233,7.1,iPhone,36,121,20,Synthetic_Expansion,414,0.072,0.365,0.563,76.3,0.9,38.4,Moderate,7.5,0,Group A
293,30,Female,6.05,128,35,19,6.4,iPhone,71,37,36,Synthetic_Expansion,182,0.703,0.192,0.104,83.3,1.6,46.5,Moderate,4.216666666666667,1,Group B
294,40,Male,10.35,163,127,294,6.8,iPhone,28,66,39,Synthetic_Expansion,584,0.279,0.217,0.503,50.0,1.2,74.9,High,10.2,3,Group D
295,44,Female,3.44,54,92,219,4.2,iPhone,4,300,27,Synthetic_Expansion,365,0.148,0.252,0.6,104.0,3.8,41.8,Moderate,6.15,0,Group A
296,35,Female,5.19,156,8,70,6.5,Android,0,123,21,Synthetic_Expansion,234,0.667,0.034,0.299,41.0,1.5,42.5,Moderate,3.9,2,Group C
297,24,Male,5.65,44,21,148,5.1,iPhone,6,160,28,Synthetic_Expansion,213,0.207,0.099,0.695,59.3,2.9,38.9,Moderate,3.65,0,Group A
298,24,Female,1.54,165,35,160,4.6,Android,68,289,33,Synthetic_Expansion,360,0.458,0.097,0.444,164.3,3.4,40.3,Moderate,7.133333333333334,0,Group A
299,40,Female,9.56,179,24,54,5.0,Android,112,96,36,Synthetic_Expansion,257,0.696,0.093,0.21,144.0,3.0,65.0,High,6.15,2,Group C
300,33,Female,11.19,128,146,9,4.1,iPhone,0,252,34,Synthetic_Expansion,283,0.452,0.516,0.032,84.0,3.9,81.7,High,4.716666666666667,1,Group B
301,39,Male,5.71,97,119,212,9.1,Android,77,193,36,Synthetic_Expansion,428,0.227,0.278,0.495,141.3,0.0,54.8,Moderate,8.416666666666666,0,Group A
302,25,Male,7.26,137,73,125,4.5,iPhone,101,205,36,Synthetic_Expansion,335,0.409,0.218,0.373,169.3,3.5,60.6,High,7.266666666666667,2,Group C
303,18,Female,11.36,27,11,208,9.4,Android,43,115,11,Synthetic_Expansion,246,0.11,0.045,0.846,81.3,0.0,52.4,Moderate,4.816666666666666,2,Group C
304,18,Male,11.21,219,154,216,4.3,iPhone,10,257,24,Synthetic_Expansion,589,0.372,0.261,0.367,95.7,3.7,87.7,High,9.983333333333333,3,Group D
305,22,Male,3.9,190,140,176,5.1,iPhone,67,40,28,Synthetic_Expansion,506,0.375,0.277,0.348,80.3,2.9,50.5,Moderate,9.55,3,Group D
306,18,Male,1.83,55,178,38,6.2,Android,66,303,22,Synthetic_Expansion,271,0.203,0.657,0.14,167.0,1.8,41.9,Moderate,5.616666666666666,1,Group B
307,35,Male,7.16,67,138,48,7.5,Android,0,255,25,Synthetic_Expansion,253,0.265,0.545,0.19,85.0,0.5,58.7,High,4.216666666666667,1,Group B
308,28,Male,1.93,52,165,140,7.4,Android,14,160,6,Synthetic_Expansion,357,0.146,0.462,0.392,67.3,0.6,32.2,Moderate,6.183333333333334,0,Group A
309,31,Female,8.86,163,31,109,6.9,iPhone,34,129,39,Synthetic_Expansion,303,0.538,0.102,0.36,77.0,1.1,63.4,High,5.616666666666666,2,Group C
310,18,Female,11.1,77,132,224,6.3,Android,4,27,22,Synthetic_Expansion,433,0.178,0.305,0.517,13.0,1.7,65.4,High,7.283333333333333,3,Group D
311,37,Male,3.15,129,18,111,4.5,Android,90,133,13,Synthetic_Expansion,258,0.5,0.07,0.43,134.3,3.5,31.7,Low,5.8,2,Group C
312,20,Male,4.1,58,157,108,4.2,iPhone,37,293,21,Synthetic_Expansion,323,0.18,0.486,0.334,134.7,3.8,48.3,Moderate,6.0,1,Group B
313,42,Male,3.39,151,160,143,4.4,Android,24,290,13,Synthetic_Expansion,454,0.333,0.352,0.315,120.7,3.6,51.5,Moderate,7.966666666666667,1,Group B
314,40,Male,7.18,163,29,37,4.4,iPhone,83,166,35,Synthetic_Expansion,229,0.712,0.127,0.162,138.3,3.6,57.2,Moderate,5.2,2,Group C
315,23,Male,3.18,122,32,234,6.4,iPhone,37,181,22,Synthetic_Expansion,388,0.314,0.082,0.603,97.3,1.6,36.3,Moderate,7.083333333333333,0,Group A
316,18,Female,2.86,207,107,13,7.7,iPhone,26,93,9,Synthetic_Expansion,327,0.633,0.327,0.04,57.0,0.3,42.2,Moderate,5.883333333333334,1,Group B
317,40,Male,1.99,36,97,263,7.5,Android,15,286,6,Synthetic_Expansion,396,0.091,0.245,0.664,110.3,0.5,29.6,Low,6.85,0,Group A
318,32,Male,10.29,68,137,60,7.8,iPhone,2,215,18,Synthetic_Expansion,265,0.257,0.517,0.226,73.7,0.2,67.3,High,4.45,1,Group B
319,40,Male,8.02,231,122,82,8.2,Android,85,195,5,Synthetic_Expansion,435,0.531,0.28,0.189,150.0,0.0,67.2,High,8.666666666666666,1,Group B
320,18,Male,11.24,72,143,225,6.4,Android,1,157,37,Synthetic_Expansion,440,0.164,0.325,0.511,53.3,1.6,74.6,High,7.35,3,Group D
321,20,Female,4.69,69,166,128,5.3,iPhone,107,214,15,Synthetic_Expansion,363,0.19,0.457,0.353,178.3,2.7,48.1,Moderate,7.833333333333333,1,Group B
322,18,Male,10.89,138,12,38,4.8,iPhone,35,20,18,Synthetic_Expansion,188,0.734,0.064,0.202,41.7,3.2,58.5,High,3.716666666666667,2,Group C
323,19,Male,3.98,222,58,190,8.3,iPhone,37,180,21,Synthetic_Expansion,470,0.472,0.123,0.404,97.0,0.0,49.5,Moderate,8.45,2,Group C
324,32,Male,11.47,200,12,227,5.4,Android,76,20,13,Synthetic_Expansion,439,0.456,0.027,0.517,82.7,2.6,64.6,High,8.583333333333334,2,Group C
325,34,Male,9.92,156,143,183,7.7,Android,29,227,31,Synthetic_Expansion,482,0.324,0.297,0.38,104.7,0.3,77.4,High,8.516666666666667,3,Group D
326,27,Male,7.65,237,89,138,7.4,Android,36,100,30,Synthetic_Expansion,464,0.511,0.192,0.297,69.3,0.6,66.7,High,8.333333333333334,2,Group C
327,30,Female,10.99,185,35,248,7.5,Android,101,73,25,Synthetic_Expansion,468,0.395,0.075,0.53,125.3,0.5,68.2,High,9.483333333333333,2,Group C
328,32,Male,4.41,31,112,182,9.4,iPhone,31,111,27,Synthetic_Expansion,325,0.095,0.345,0.56,68.0,0.0,38.9,Moderate,5.933333333333334,0,Group A
329,20,Male,9.71,205,155,218,7.0,Android,60,188,12,Synthetic_Expansion,578,0.355,0.268,0.377,122.7,1.0,75.7,High,10.633333333333333,3,Group D
330,42,Male,7.75,39,166,177,5.9,iPhone,21,290,36,Synthetic_Expansion,382,0.102,0.435,0.463,117.7,2.1,64.8,High,6.716666666666667,3,Group D
331,41,Male,9.46,181,92,169,8.7,Android,80,56,29,Synthetic_Expansion,442,0.41,0.208,0.382,98.7,0.0,67.3,High,8.7,3,Group D
332,42,Male,4.24,64,105,118,4.6,iPhone,111,106,28,Synthetic_Expansion,287,0.223,0.366,0.411,146.3,3.4,40.5,Moderate,6.633333333333334,0,Group A
333,20,Male,11.14,225,58,56,6.2,Android,76,181,27,Synthetic_Expansion,339,0.664,0.171,0.165,136.3,1.8,78.1,High,6.916666666666667,2,Group C
334,33,Male,10.59,133,130,46,9.9,iPhone,21,174,25,Synthetic_Expansion,309,0.43,0.421,0.149,79.0,0.0,73.7,High,5.5,1,Group B
335,23,Male,8.09,138,41,166,4.0,iPhone,117,209,36,Synthetic_Expansion,345,0.4,0.119,0.481,186.7,4.0,61.2,High,7.7,2,Group C
